"","pathogens","Quant","Sample","type"
"21718","E. coli/ Shigella",NA,"CHHAND_TS_139_R2","CHHAND"
"21719","Ascaris",NA,"CHHAND_TS_139_R2","CHHAND"
"21720","ETEC-LT",NA,"CHHAND_TS_139_R2","CHHAND"
"21721","Necator americanus",NA,"CHHAND_TS_139_R2","CHHAND"
"21722","Norovirus GI",NA,"CHHAND_TS_139_R2","CHHAND"
"21723","Norovirus GII",NA,"CHHAND_TS_139_R2","CHHAND"
"21724","Rotavirus A",NA,"CHHAND_TS_139_R2","CHHAND"
"21725","Shigella flexneri 6",NA,"CHHAND_TS_139_R2","CHHAND"
"21726","EHEC 0157H7",NA,"CHHAND_TS_139_R2","CHHAND"
"21727","STEC",NA,"CHHAND_TS_139_R2","CHHAND"
"21728","Salmonella typhi",NA,"CHHAND_TS_139_R2","CHHAND"
"21729","Clostridium difficile",NA,"CHHAND_TS_139_R2","CHHAND"
"21730","Vibrio cholerae",NA,"CHHAND_TS_139_R2","CHHAND"
"21731","Trichuris",NA,"CHHAND_TS_139_R2","CHHAND"
"21732","Salmonella enterica",NA,"CHHAND_TS_139_R2","CHHAND"
"21733","Total E. coli",1806.42909516706,"CHHAND_TS_139_R2","CHHAND"
"21734","Helicobacter pylori",NA,"CHHAND_TS_139_R2","CHHAND"
"21735","EIEC",NA,"CHHAND_TS_139_R2","CHHAND"
"21736","Enterovirus",NA,"CHHAND_TS_143_R2","CHHAND"
"21737","EAEC",NA,"CHHAND_TS_143_R2","CHHAND"
"21738","Ancyclostoma duodenale",NA,"CHHAND_TS_143_R2","CHHAND"
"21739","Aeromonas",NA,"CHHAND_TS_143_R2","CHHAND"
"21740","EPEC",NA,"CHHAND_TS_143_R2","CHHAND"
"21741","Bacteroides fragilis",NA,"CHHAND_TS_143_R2","CHHAND"
"21742","Campylobacter coli/jejuni",NA,"CHHAND_TS_143_R2","CHHAND"
"21743","Astrovirus",NA,"CHHAND_TS_143_R2","CHHAND"
"21744","Cyclospora cayetanesis",NA,"CHHAND_TS_143_R2","CHHAND"
"21745","C hominis",NA,"CHHAND_TS_143_R2","CHHAND"
"21746","Cryptosporidium spp.",NA,"CHHAND_TS_143_R2","CHHAND"
"21747","C parvum",NA,"CHHAND_TS_143_R2","CHHAND"
"21748","Stongyloides stercoralis",NA,"CHHAND_TS_143_R2","CHHAND"
"21749","E. histolytica",NA,"CHHAND_TS_143_R2","CHHAND"
"21750","ETEC-ST",NA,"CHHAND_TS_143_R2","CHHAND"
"21751","Adenovirus 40/41",NA,"CHHAND_TS_143_R2","CHHAND"
"21752","Giardia duodenalis",NA,"CHHAND_TS_143_R2","CHHAND"
"21753","E. coli/ Shigella",NA,"CHHAND_TS_143_R2","CHHAND"
"21754","Ascaris",NA,"CHHAND_TS_143_R2","CHHAND"
"21755","ETEC-LT",NA,"CHHAND_TS_143_R2","CHHAND"
"21756","Necator americanus",NA,"CHHAND_TS_143_R2","CHHAND"
"21757","Norovirus GI",NA,"CHHAND_TS_143_R2","CHHAND"
"21758","Norovirus GII",NA,"CHHAND_TS_143_R2","CHHAND"
"21759","Rotavirus A",NA,"CHHAND_TS_143_R2","CHHAND"
"21760","Shigella flexneri 6",NA,"CHHAND_TS_143_R2","CHHAND"
"21761","EHEC 0157H7",NA,"CHHAND_TS_143_R2","CHHAND"
"21762","STEC",NA,"CHHAND_TS_143_R2","CHHAND"
"21763","Salmonella typhi",NA,"CHHAND_TS_143_R2","CHHAND"
"21764","Clostridium difficile",NA,"CHHAND_TS_143_R2","CHHAND"
"21765","Vibrio cholerae",NA,"CHHAND_TS_143_R2","CHHAND"
"21766","Trichuris",NA,"CHHAND_TS_143_R2","CHHAND"
"21767","Salmonella enterica",NA,"CHHAND_TS_143_R2","CHHAND"
"21768","Total E. coli",232.422760358559,"CHHAND_TS_143_R2","CHHAND"
"21769","Helicobacter pylori",NA,"CHHAND_TS_143_R2","CHHAND"
"21770","EIEC",NA,"CHHAND_TS_143_R2","CHHAND"
"21771","Enterovirus",NA,"CHHAND_TS_144_R2","CHHAND"
"21772","EAEC",1231.43369649388,"CHHAND_TS_144_R2","CHHAND"
"21773","Ancyclostoma duodenale",NA,"CHHAND_TS_144_R2","CHHAND"
"21774","Aeromonas",NA,"CHHAND_TS_144_R2","CHHAND"
"21775","EPEC",NA,"CHHAND_TS_144_R2","CHHAND"
"21776","Bacteroides fragilis",NA,"CHHAND_TS_144_R2","CHHAND"
"21777","Campylobacter coli/jejuni",NA,"CHHAND_TS_144_R2","CHHAND"
"21778","Astrovirus",NA,"CHHAND_TS_144_R2","CHHAND"
"21779","Cyclospora cayetanesis",NA,"CHHAND_TS_144_R2","CHHAND"
"21780","C hominis",NA,"CHHAND_TS_144_R2","CHHAND"
"21781","Cryptosporidium spp.",NA,"CHHAND_TS_144_R2","CHHAND"
"21782","C parvum",NA,"CHHAND_TS_144_R2","CHHAND"
"21783","Stongyloides stercoralis",NA,"CHHAND_TS_144_R2","CHHAND"
"21784","E. histolytica",NA,"CHHAND_TS_144_R2","CHHAND"
"21785","ETEC-ST",11053.5809606477,"CHHAND_TS_144_R2","CHHAND"
"21786","Adenovirus 40/41",NA,"CHHAND_TS_144_R2","CHHAND"
"21787","Giardia duodenalis",30907.2149180788,"CHHAND_TS_144_R2","CHHAND"
"21788","E. coli/ Shigella",1231.43369649388,"CHHAND_TS_144_R2","CHHAND"
"21789","Ascaris",NA,"CHHAND_TS_144_R2","CHHAND"
"21790","ETEC-LT",658.049019053102,"CHHAND_TS_144_R2","CHHAND"
"21791","Necator americanus",NA,"CHHAND_TS_144_R2","CHHAND"
"21792","Norovirus GI",NA,"CHHAND_TS_144_R2","CHHAND"
"21793","Norovirus GII",NA,"CHHAND_TS_144_R2","CHHAND"
"21794","Rotavirus A",NA,"CHHAND_TS_144_R2","CHHAND"
"21795","Shigella flexneri 6",NA,"CHHAND_TS_144_R2","CHHAND"
"21796","EHEC 0157H7",NA,"CHHAND_TS_144_R2","CHHAND"
"21797","STEC",NA,"CHHAND_TS_144_R2","CHHAND"
"21798","Salmonella typhi",NA,"CHHAND_TS_144_R2","CHHAND"
"21799","Clostridium difficile",NA,"CHHAND_TS_144_R2","CHHAND"
"21800","Vibrio cholerae",NA,"CHHAND_TS_144_R2","CHHAND"
"21801","Trichuris",NA,"CHHAND_TS_144_R2","CHHAND"
"21802","Salmonella enterica",NA,"CHHAND_TS_144_R2","CHHAND"
"21803","Total E. coli",41597.5023669421,"CHHAND_TS_144_R2","CHHAND"
"21804","Helicobacter pylori",NA,"CHHAND_TS_144_R2","CHHAND"
"21805","EIEC",NA,"CHHAND_TS_144_R2","CHHAND"
"21806","Enterovirus",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21807","EAEC",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21808","Ancyclostoma duodenale",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21809","Aeromonas",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21810","EPEC",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21811","Bacteroides fragilis",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21812","Campylobacter coli/jejuni",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21813","Astrovirus",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21814","Cyclospora cayetanesis",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21815","C hominis",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21816","Cryptosporidium spp.",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21817","C parvum",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21818","Stongyloides stercoralis",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21819","E. histolytica",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21820","ETEC-ST",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21821","Adenovirus 40/41",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21822","Giardia duodenalis",3674.89592979179,"DRIWAT_TS_161_R2","DRIWAT"
"21823","E. coli/ Shigella",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21824","Ascaris",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21825","ETEC-LT",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21826","Necator americanus",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21827","Norovirus GI",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21828","Norovirus GII",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21829","Rotavirus A",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21830","Shigella flexneri 6",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21831","EHEC 0157H7",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21832","STEC",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21833","Salmonella typhi",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21834","Clostridium difficile",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21835","Vibrio cholerae",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21836","Trichuris",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21837","Salmonella enterica",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21838","Total E. coli",972.15654970718,"DRIWAT_TS_161_R2","DRIWAT"
"21839","Helicobacter pylori",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21840","EIEC",NA,"DRIWAT_TS_161_R2","DRIWAT"
"21841","Enterovirus",NA,"CHHAND_TS_138_R2","CHHAND"
"21842","EAEC",NA,"CHHAND_TS_138_R2","CHHAND"
"21843","Ancyclostoma duodenale",NA,"CHHAND_TS_138_R2","CHHAND"
"21844","Aeromonas",NA,"CHHAND_TS_138_R2","CHHAND"
"21845","EPEC",NA,"CHHAND_TS_138_R2","CHHAND"
"21846","Bacteroides fragilis",NA,"CHHAND_TS_138_R2","CHHAND"
"21847","Campylobacter coli/jejuni",NA,"CHHAND_TS_138_R2","CHHAND"
"21848","Astrovirus",NA,"CHHAND_TS_138_R2","CHHAND"
"21849","Cyclospora cayetanesis",NA,"CHHAND_TS_138_R2","CHHAND"
"21850","C hominis",NA,"CHHAND_TS_138_R2","CHHAND"
"21851","Cryptosporidium spp.",NA,"CHHAND_TS_138_R2","CHHAND"
"21852","C parvum",NA,"CHHAND_TS_138_R2","CHHAND"
"21853","Stongyloides stercoralis",NA,"CHHAND_TS_138_R2","CHHAND"
"21854","E. histolytica",NA,"CHHAND_TS_138_R2","CHHAND"
"21855","ETEC-ST",NA,"CHHAND_TS_138_R2","CHHAND"
"21856","Adenovirus 40/41",NA,"CHHAND_TS_138_R2","CHHAND"
"21857","Giardia duodenalis",1277.20976063954,"CHHAND_TS_138_R2","CHHAND"
"21858","E. coli/ Shigella",NA,"CHHAND_TS_138_R2","CHHAND"
"21859","Ascaris",NA,"CHHAND_TS_138_R2","CHHAND"
"21860","ETEC-LT",NA,"CHHAND_TS_138_R2","CHHAND"
"21861","Necator americanus",NA,"CHHAND_TS_138_R2","CHHAND"
"21862","Norovirus GI",NA,"CHHAND_TS_138_R2","CHHAND"
"21863","Norovirus GII",NA,"CHHAND_TS_138_R2","CHHAND"
"21864","Rotavirus A",NA,"CHHAND_TS_138_R2","CHHAND"
"21865","Shigella flexneri 6",NA,"CHHAND_TS_138_R2","CHHAND"
"21866","EHEC 0157H7",NA,"CHHAND_TS_138_R2","CHHAND"
"21867","STEC",NA,"CHHAND_TS_138_R2","CHHAND"
"21868","Salmonella typhi",NA,"CHHAND_TS_138_R2","CHHAND"
"21869","Clostridium difficile",NA,"CHHAND_TS_138_R2","CHHAND"
"21870","Vibrio cholerae",NA,"CHHAND_TS_138_R2","CHHAND"
"21871","Trichuris",NA,"CHHAND_TS_138_R2","CHHAND"
"21872","Salmonella enterica",NA,"CHHAND_TS_138_R2","CHHAND"
"21873","Total E. coli",743.786317311108,"CHHAND_TS_138_R2","CHHAND"
"21874","Helicobacter pylori",NA,"CHHAND_TS_138_R2","CHHAND"
"21875","EIEC",NA,"CHHAND_TS_138_R2","CHHAND"
"21876","Enterovirus",NA,"CHHAND_TS_155_R1","CHHAND"
"21877","EAEC",NA,"CHHAND_TS_155_R1","CHHAND"
"21878","Ancyclostoma duodenale",NA,"CHHAND_TS_155_R1","CHHAND"
"21879","Aeromonas",NA,"CHHAND_TS_155_R1","CHHAND"
"21880","EPEC",NA,"CHHAND_TS_155_R1","CHHAND"
"21881","Bacteroides fragilis",NA,"CHHAND_TS_155_R1","CHHAND"
"21882","Campylobacter coli/jejuni",NA,"CHHAND_TS_155_R1","CHHAND"
"21883","Astrovirus",NA,"CHHAND_TS_155_R1","CHHAND"
"21884","Cyclospora cayetanesis",NA,"CHHAND_TS_155_R1","CHHAND"
"21885","C hominis",NA,"CHHAND_TS_155_R1","CHHAND"
"21886","Cryptosporidium spp.",NA,"CHHAND_TS_155_R1","CHHAND"
"21887","C parvum",NA,"CHHAND_TS_155_R1","CHHAND"
"21888","Stongyloides stercoralis",NA,"CHHAND_TS_155_R1","CHHAND"
"21889","E. histolytica",NA,"CHHAND_TS_155_R1","CHHAND"
"21890","ETEC-ST",NA,"CHHAND_TS_155_R1","CHHAND"
"21891","Adenovirus 40/41",NA,"CHHAND_TS_155_R1","CHHAND"
"21892","Giardia duodenalis",NA,"CHHAND_TS_155_R1","CHHAND"
"21893","E. coli/ Shigella",NA,"CHHAND_TS_155_R1","CHHAND"
"21894","Ascaris",NA,"CHHAND_TS_155_R1","CHHAND"
"21895","ETEC-LT",NA,"CHHAND_TS_155_R1","CHHAND"
"21896","Necator americanus",NA,"CHHAND_TS_155_R1","CHHAND"
"21897","Norovirus GI",NA,"CHHAND_TS_155_R1","CHHAND"
"21898","Norovirus GII",NA,"CHHAND_TS_155_R1","CHHAND"
"21899","Rotavirus A",NA,"CHHAND_TS_155_R1","CHHAND"
"21900","Shigella flexneri 6",NA,"CHHAND_TS_155_R1","CHHAND"
"21901","EHEC 0157H7",NA,"CHHAND_TS_155_R1","CHHAND"
"21902","STEC",NA,"CHHAND_TS_155_R1","CHHAND"
"21903","Salmonella typhi",NA,"CHHAND_TS_155_R1","CHHAND"
"21904","Clostridium difficile",NA,"CHHAND_TS_155_R1","CHHAND"
"21905","Vibrio cholerae",NA,"CHHAND_TS_155_R1","CHHAND"
"21906","Trichuris",NA,"CHHAND_TS_155_R1","CHHAND"
"21907","Salmonella enterica",NA,"CHHAND_TS_155_R1","CHHAND"
"21908","Total E. coli",14506.5519442665,"CHHAND_TS_155_R1","CHHAND"
"21909","Helicobacter pylori",NA,"CHHAND_TS_155_R1","CHHAND"
"21910","EIEC",NA,"CHHAND_TS_155_R1","CHHAND"
"21911","Enterovirus",NA,"CHHAND_TS_157_R1","CHHAND"
"21912","EAEC",NA,"CHHAND_TS_157_R1","CHHAND"
"21913","Ancyclostoma duodenale",NA,"CHHAND_TS_157_R1","CHHAND"
"21914","Aeromonas",NA,"CHHAND_TS_157_R1","CHHAND"
"21915","EPEC",NA,"CHHAND_TS_157_R1","CHHAND"
"21916","Bacteroides fragilis",NA,"CHHAND_TS_157_R1","CHHAND"
"21917","Campylobacter coli/jejuni",NA,"CHHAND_TS_157_R1","CHHAND"
"21918","Astrovirus",NA,"CHHAND_TS_157_R1","CHHAND"
"21919","Cyclospora cayetanesis",NA,"CHHAND_TS_157_R1","CHHAND"
"21920","C hominis",NA,"CHHAND_TS_157_R1","CHHAND"
"21921","Cryptosporidium spp.",NA,"CHHAND_TS_157_R1","CHHAND"
"21922","C parvum",NA,"CHHAND_TS_157_R1","CHHAND"
"21923","Stongyloides stercoralis",NA,"CHHAND_TS_157_R1","CHHAND"
"21924","E. histolytica",NA,"CHHAND_TS_157_R1","CHHAND"
"21925","ETEC-ST",NA,"CHHAND_TS_157_R1","CHHAND"
"21926","Adenovirus 40/41",NA,"CHHAND_TS_157_R1","CHHAND"
"21927","Giardia duodenalis",NA,"CHHAND_TS_157_R1","CHHAND"
"21928","E. coli/ Shigella",NA,"CHHAND_TS_157_R1","CHHAND"
"21929","Ascaris",NA,"CHHAND_TS_157_R1","CHHAND"
"21930","ETEC-LT",NA,"CHHAND_TS_157_R1","CHHAND"
"21931","Necator americanus",NA,"CHHAND_TS_157_R1","CHHAND"
"21932","Norovirus GI",NA,"CHHAND_TS_157_R1","CHHAND"
"21933","Norovirus GII",NA,"CHHAND_TS_157_R1","CHHAND"
"21934","Rotavirus A",NA,"CHHAND_TS_157_R1","CHHAND"
"21935","Shigella flexneri 6",NA,"CHHAND_TS_157_R1","CHHAND"
"21936","EHEC 0157H7",NA,"CHHAND_TS_157_R1","CHHAND"
"21937","STEC",NA,"CHHAND_TS_157_R1","CHHAND"
"21938","Salmonella typhi",NA,"CHHAND_TS_157_R1","CHHAND"
"21939","Clostridium difficile",NA,"CHHAND_TS_157_R1","CHHAND"
"21940","Vibrio cholerae",NA,"CHHAND_TS_157_R1","CHHAND"
"21941","Trichuris",NA,"CHHAND_TS_157_R1","CHHAND"
"21942","Salmonella enterica",NA,"CHHAND_TS_157_R1","CHHAND"
"21943","Total E. coli",283.286440152059,"CHHAND_TS_157_R1","CHHAND"
"21944","Helicobacter pylori",NA,"CHHAND_TS_157_R1","CHHAND"
"21945","EIEC",NA,"CHHAND_TS_157_R1","CHHAND"
"21946","Enterovirus",NA,"CHHAND_TS_135_R2","CHHAND"
"21947","EAEC",NA,"CHHAND_TS_135_R2","CHHAND"
"21948","Ancyclostoma duodenale",NA,"CHHAND_TS_135_R2","CHHAND"
"21949","Aeromonas",NA,"CHHAND_TS_135_R2","CHHAND"
"21950","EPEC",NA,"CHHAND_TS_135_R2","CHHAND"
"21951","Bacteroides fragilis",NA,"CHHAND_TS_135_R2","CHHAND"
"21952","Campylobacter coli/jejuni",NA,"CHHAND_TS_135_R2","CHHAND"
"21953","Astrovirus",NA,"CHHAND_TS_135_R2","CHHAND"
"21954","Cyclospora cayetanesis",NA,"CHHAND_TS_135_R2","CHHAND"
"21955","C hominis",NA,"CHHAND_TS_135_R2","CHHAND"
"21956","Cryptosporidium spp.",NA,"CHHAND_TS_135_R2","CHHAND"
"21957","C parvum",NA,"CHHAND_TS_135_R2","CHHAND"
"21958","Stongyloides stercoralis",NA,"CHHAND_TS_135_R2","CHHAND"
"21959","E. histolytica",NA,"CHHAND_TS_135_R2","CHHAND"
"21960","ETEC-ST",87.795803354447,"CHHAND_TS_135_R2","CHHAND"
"21961","Adenovirus 40/41",NA,"CHHAND_TS_135_R2","CHHAND"
"21962","Giardia duodenalis",638.730213364813,"CHHAND_TS_135_R2","CHHAND"
"21963","E. coli/ Shigella",NA,"CHHAND_TS_135_R2","CHHAND"
"21964","Ascaris",NA,"CHHAND_TS_135_R2","CHHAND"
"21965","ETEC-LT",132.315891455661,"CHHAND_TS_135_R2","CHHAND"
"21966","Necator americanus",NA,"CHHAND_TS_135_R2","CHHAND"
"21967","Norovirus GI",NA,"CHHAND_TS_135_R2","CHHAND"
"21968","Norovirus GII",NA,"CHHAND_TS_135_R2","CHHAND"
"21969","Rotavirus A",NA,"CHHAND_TS_135_R2","CHHAND"
"21970","Shigella flexneri 6",NA,"CHHAND_TS_135_R2","CHHAND"
"21971","EHEC 0157H7",NA,"CHHAND_TS_135_R2","CHHAND"
"21972","STEC",NA,"CHHAND_TS_135_R2","CHHAND"
"21973","Salmonella typhi",NA,"CHHAND_TS_135_R2","CHHAND"
"21974","Clostridium difficile",NA,"CHHAND_TS_135_R2","CHHAND"
"21975","Vibrio cholerae",88.580011288941,"CHHAND_TS_135_R2","CHHAND"
"21976","Trichuris",NA,"CHHAND_TS_135_R2","CHHAND"
"21977","Salmonella enterica",NA,"CHHAND_TS_135_R2","CHHAND"
"21978","Total E. coli",5868.3271041815,"CHHAND_TS_135_R2","CHHAND"
"21979","Helicobacter pylori",NA,"CHHAND_TS_135_R2","CHHAND"
"21980","EIEC",NA,"CHHAND_TS_135_R2","CHHAND"
"21981","Enterovirus",NA,"DRIWAT_TS_141_R1","DRIWAT"
"21982","EAEC",NA,"DRIWAT_TS_141_R1","DRIWAT"
"21983","Ancyclostoma duodenale",NA,"DRIWAT_TS_141_R1","DRIWAT"
"21984","Aeromonas",NA,"DRIWAT_TS_141_R1","DRIWAT"
"21985","EPEC",NA,"DRIWAT_TS_141_R1","DRIWAT"
"21986","Bacteroides fragilis",NA,"DRIWAT_TS_141_R1","DRIWAT"
"21987","Campylobacter coli/jejuni",NA,"DRIWAT_TS_141_R1","DRIWAT"
"21988","Astrovirus",NA,"DRIWAT_TS_141_R1","DRIWAT"
"21989","Cyclospora cayetanesis",NA,"DRIWAT_TS_141_R1","DRIWAT"
"21990","C hominis",NA,"DRIWAT_TS_141_R1","DRIWAT"
"21991","Cryptosporidium spp.",NA,"DRIWAT_TS_141_R1","DRIWAT"
"21992","C parvum",NA,"DRIWAT_TS_141_R1","DRIWAT"
"21993","Stongyloides stercoralis",NA,"DRIWAT_TS_141_R1","DRIWAT"
"21994","E. histolytica",NA,"DRIWAT_TS_141_R1","DRIWAT"
"21995","ETEC-ST",NA,"DRIWAT_TS_141_R1","DRIWAT"
"21996","Adenovirus 40/41",NA,"DRIWAT_TS_141_R1","DRIWAT"
"21997","Giardia duodenalis",59.1479090898127,"DRIWAT_TS_141_R1","DRIWAT"
"21998","E. coli/ Shigella",NA,"DRIWAT_TS_141_R1","DRIWAT"
"21999","Ascaris",NA,"DRIWAT_TS_141_R1","DRIWAT"
"22000","ETEC-LT",NA,"DRIWAT_TS_141_R1","DRIWAT"
"22001","Necator americanus",NA,"DRIWAT_TS_141_R1","DRIWAT"
"22002","Norovirus GI",NA,"DRIWAT_TS_141_R1","DRIWAT"
"22003","Norovirus GII",NA,"DRIWAT_TS_141_R1","DRIWAT"
"22004","Rotavirus A",NA,"DRIWAT_TS_141_R1","DRIWAT"
"22005","Shigella flexneri 6",NA,"DRIWAT_TS_141_R1","DRIWAT"
"22006","EHEC 0157H7",NA,"DRIWAT_TS_141_R1","DRIWAT"
"22007","STEC",NA,"DRIWAT_TS_141_R1","DRIWAT"
"22008","Salmonella typhi",NA,"DRIWAT_TS_141_R1","DRIWAT"
"22009","Clostridium difficile",NA,"DRIWAT_TS_141_R1","DRIWAT"
"22010","Vibrio cholerae",NA,"DRIWAT_TS_141_R1","DRIWAT"
"22011","Trichuris",NA,"DRIWAT_TS_141_R1","DRIWAT"
"22012","Salmonella enterica",38.0402654928465,"DRIWAT_TS_141_R1","DRIWAT"
"22013","Total E. coli",100.385500170205,"DRIWAT_TS_141_R1","DRIWAT"
"22014","Helicobacter pylori",NA,"DRIWAT_TS_141_R1","DRIWAT"
"22015","EIEC",NA,"DRIWAT_TS_141_R1","DRIWAT"
"22016","Enterovirus",NA,"CHHAND_TS_152_R2","CHHAND"
"22017","EAEC",NA,"CHHAND_TS_152_R2","CHHAND"
"22018","Ancyclostoma duodenale",NA,"CHHAND_TS_152_R2","CHHAND"
"22019","Aeromonas",NA,"CHHAND_TS_152_R2","CHHAND"
"22020","EPEC",NA,"CHHAND_TS_152_R2","CHHAND"
"22021","Bacteroides fragilis",NA,"CHHAND_TS_152_R2","CHHAND"
"22022","Campylobacter coli/jejuni",NA,"CHHAND_TS_152_R2","CHHAND"
"22023","Astrovirus",NA,"CHHAND_TS_152_R2","CHHAND"
"22024","Cyclospora cayetanesis",NA,"CHHAND_TS_152_R2","CHHAND"
"22025","C hominis",NA,"CHHAND_TS_152_R2","CHHAND"
"22026","Cryptosporidium spp.",NA,"CHHAND_TS_152_R2","CHHAND"
"22027","C parvum",NA,"CHHAND_TS_152_R2","CHHAND"
"22028","Stongyloides stercoralis",NA,"CHHAND_TS_152_R2","CHHAND"
"22029","E. histolytica",NA,"CHHAND_TS_152_R2","CHHAND"
"22030","ETEC-ST",NA,"CHHAND_TS_152_R2","CHHAND"
"22031","Adenovirus 40/41",NA,"CHHAND_TS_152_R2","CHHAND"
"22032","Giardia duodenalis",900.574931281216,"CHHAND_TS_152_R2","CHHAND"
"22033","E. coli/ Shigella",NA,"CHHAND_TS_152_R2","CHHAND"
"22034","Ascaris",NA,"CHHAND_TS_152_R2","CHHAND"
"22035","ETEC-LT",210.921488071972,"CHHAND_TS_152_R2","CHHAND"
"22036","Necator americanus",NA,"CHHAND_TS_152_R2","CHHAND"
"22037","Norovirus GI",NA,"CHHAND_TS_152_R2","CHHAND"
"22038","Norovirus GII",NA,"CHHAND_TS_152_R2","CHHAND"
"22039","Rotavirus A",NA,"CHHAND_TS_152_R2","CHHAND"
"22040","Shigella flexneri 6",NA,"CHHAND_TS_152_R2","CHHAND"
"22041","EHEC 0157H7",NA,"CHHAND_TS_152_R2","CHHAND"
"22042","STEC",NA,"CHHAND_TS_152_R2","CHHAND"
"22043","Salmonella typhi",NA,"CHHAND_TS_152_R2","CHHAND"
"22044","Clostridium difficile",NA,"CHHAND_TS_152_R2","CHHAND"
"22045","Vibrio cholerae",NA,"CHHAND_TS_152_R2","CHHAND"
"22046","Trichuris",NA,"CHHAND_TS_152_R2","CHHAND"
"22047","Salmonella enterica",NA,"CHHAND_TS_152_R2","CHHAND"
"22048","Total E. coli",10056.081649367,"CHHAND_TS_152_R2","CHHAND"
"22049","Helicobacter pylori",NA,"CHHAND_TS_152_R2","CHHAND"
"22050","EIEC",NA,"CHHAND_TS_152_R2","CHHAND"
"22051","Enterovirus",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22052","EAEC",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22053","Ancyclostoma duodenale",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22054","Aeromonas",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22055","EPEC",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22056","Bacteroides fragilis",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22057","Campylobacter coli/jejuni",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22058","Astrovirus",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22059","Cyclospora cayetanesis",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22060","C hominis",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22061","Cryptosporidium spp.",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22062","C parvum",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22063","Stongyloides stercoralis",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22064","E. histolytica",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22065","ETEC-ST",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22066","Adenovirus 40/41",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22067","Giardia duodenalis",51.8569850985505,"DRIWAT_TS_162_R1","DRIWAT"
"22068","E. coli/ Shigella",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22069","Ascaris",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22070","ETEC-LT",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22071","Necator americanus",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22072","Norovirus GI",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22073","Norovirus GII",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22074","Rotavirus A",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22075","Shigella flexneri 6",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22076","EHEC 0157H7",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22077","STEC",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22078","Salmonella typhi",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22079","Clostridium difficile",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22080","Vibrio cholerae",NA,"DRIWAT_TS_162_R1","DRIWAT"
"22081","Trichuris",NA,"DRIWAT_TS_162_R1","DRIWAT"
