"","pathogens","PosNeg","Sample","Cardno","type"
"26355","Cyclospora cayetanesis","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26356","C hominis","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26357","Cryptosporidium spp.","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26358","C parvum","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26359","Stongyloides stercoralis","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26360","E. histolytica","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26361","ETEC-ST","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26362","Adenovirus 40/41","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26363","Giardia duodenalis","Positive","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26364","E. coli/ Shigella","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26365","Ascaris","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26366","ETEC-LT","Positive","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26367","Necator americanus","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26368","Norovirus GI","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26369","Norovirus GII","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26370","Rotavirus A","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26371","Shigella flexneri 6","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26372","Crassphage","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26373","EHEC 0157H7","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26374","STEC","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26375","Salmonella typhi","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26376","Clostridium difficile","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26377","Vibrio cholerae","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26378","Trichuris","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26379","Salmonella enterica","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26380","Helicobacter pylori","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26381","EIEC","Negative","DRIWAT_TS_149_R2","card8_APH_20230720","DRIWAT"
"26382","Total 18S","Positive","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26383","Enterovirus","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26384","EAEC","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26385","Ancyclostoma duodenale","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26386","Aeromonas","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26387","Bacterial 16S","Positive","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26388","EPEC","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26389","Bacteroides fragilis","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26390","Campylobacter coli/jejuni","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26391","Astrovirus","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26392","Cyclospora cayetanesis","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26393","C hominis","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26394","Cryptosporidium spp.","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26395","C parvum","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26396","Stongyloides stercoralis","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26397","E. histolytica","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26398","ETEC-ST","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26399","Adenovirus 40/41","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26400","Giardia duodenalis","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26401","E. coli/ Shigella","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26402","Ascaris","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26403","ETEC-LT","Positive","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26404","Necator americanus","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26405","Norovirus GI","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26406","Norovirus GII","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26407","Rotavirus A","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26408","Shigella flexneri 6","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26409","Crassphage","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26410","EHEC 0157H7","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26411","STEC","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26412","Salmonella typhi","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26413","Clostridium difficile","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26414","Vibrio cholerae","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26415","Trichuris","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26416","Salmonella enterica","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26417","Helicobacter pylori","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26418","EIEC","Negative","DRIWAT_TS_144_R2","card8_APH_20230720","DRIWAT"
"26419","Total 18S","Positive","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26420","Enterovirus","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26421","EAEC","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26422","Ancyclostoma duodenale","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26423","Aeromonas","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26424","Bacterial 16S","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26425","EPEC","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26426","Bacteroides fragilis","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26427","Campylobacter coli/jejuni","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26428","Astrovirus","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26429","Cyclospora cayetanesis","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26430","C hominis","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26431","Cryptosporidium spp.","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26432","C parvum","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26433","Stongyloides stercoralis","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26434","E. histolytica","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26435","ETEC-ST","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26436","Adenovirus 40/41","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26437","Giardia duodenalis","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26438","E. coli/ Shigella","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26439","Ascaris","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26440","ETEC-LT","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26441","Necator americanus","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26442","Norovirus GI","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26443","Norovirus GII","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26444","Rotavirus A","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26445","Shigella flexneri 6","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26446","Crassphage","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26447","EHEC 0157H7","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26448","STEC","Positive","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26449","Salmonella typhi","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26450","Clostridium difficile","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26451","Vibrio cholerae","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26452","Trichuris","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26453","Salmonella enterica","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26454","Helicobacter pylori","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26455","EIEC","Negative","DRIWAT_TS_142_R1","card8_APH_20230720","DRIWAT"
"26456","Total 18S","Positive","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26457","Enterovirus","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26458","EAEC","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26459","Ancyclostoma duodenale","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26460","Aeromonas","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26461","Bacterial 16S","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26462","EPEC","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26463","Bacteroides fragilis","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26464","Campylobacter coli/jejuni","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26465","Astrovirus","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26466","Cyclospora cayetanesis","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26467","C hominis","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26468","Cryptosporidium spp.","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26469","C parvum","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26470","Stongyloides stercoralis","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26471","E. histolytica","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26472","ETEC-ST","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26473","Adenovirus 40/41","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26474","Giardia duodenalis","Positive","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26475","E. coli/ Shigella","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26476","Ascaris","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26477","ETEC-LT","Positive","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26478","Necator americanus","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26479","Norovirus GI","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26480","Norovirus GII","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26481","Rotavirus A","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26482","Shigella flexneri 6","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26483","Crassphage","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26484","EHEC 0157H7","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26485","STEC","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26486","Salmonella typhi","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26487","Clostridium difficile","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26488","Vibrio cholerae","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26489","Trichuris","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26490","Salmonella enterica","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26491","Helicobacter pylori","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26492","EIEC","Negative","DRIWAT_TS_156_R2","card8_APH_20230720","DRIWAT"
"26493","Total 18S","Positive","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26494","Enterovirus","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26495","EAEC","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26496","Ancyclostoma duodenale","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26497","Aeromonas","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26498","Bacterial 16S","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26499","EPEC","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26500","Bacteroides fragilis","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26501","Campylobacter coli/jejuni","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26502","Astrovirus","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26503","Cyclospora cayetanesis","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26504","C hominis","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26505","Cryptosporidium spp.","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26506","C parvum","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26507","Stongyloides stercoralis","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26508","E. histolytica","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26509","ETEC-ST","Positive","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26510","Adenovirus 40/41","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26511","Giardia duodenalis","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26512","E. coli/ Shigella","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26513","Ascaris","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26514","ETEC-LT","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26515","Necator americanus","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26516","Norovirus GI","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26517","Norovirus GII","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26518","Rotavirus A","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26519","Shigella flexneri 6","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26520","Crassphage","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26521","EHEC 0157H7","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26522","STEC","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26523","Salmonella typhi","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26524","Clostridium difficile","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26525","Vibrio cholerae","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26526","Trichuris","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26527","Salmonella enterica","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26528","Helicobacter pylori","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26529","EIEC","Negative","DRIWAT_TS_151_R2","card8_APH_20230720","DRIWAT"
"26530","Total 18S","Positive","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26531","Enterovirus","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26532","EAEC","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26533","Ancyclostoma duodenale","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26534","Aeromonas","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26535","Bacterial 16S","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26536","EPEC","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26537","Bacteroides fragilis","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26538","Campylobacter coli/jejuni","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26539","Astrovirus","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26540","Cyclospora cayetanesis","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26541","C hominis","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26542","Cryptosporidium spp.","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26543","C parvum","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26544","Stongyloides stercoralis","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26545","E. histolytica","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26546","ETEC-ST","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26547","Adenovirus 40/41","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26548","Giardia duodenalis","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26549","E. coli/ Shigella","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26550","Ascaris","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26551","ETEC-LT","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26552","Necator americanus","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26553","Norovirus GI","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26554","Norovirus GII","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26555","Rotavirus A","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26556","Shigella flexneri 6","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26557","Crassphage","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26558","EHEC 0157H7","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26559","STEC","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26560","Salmonella typhi","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26561","Clostridium difficile","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26562","Vibrio cholerae","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26563","Trichuris","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26564","Salmonella enterica","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26565","Helicobacter pylori","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26566","EIEC","Negative","CHHAND_TS_135_R1","card1_APH_20230726","CHHAND"
"26567","Total 18S","Positive","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26568","Enterovirus","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26569","EAEC","Positive","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26570","Ancyclostoma duodenale","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26571","Aeromonas","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26572","Bacterial 16S","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26573","EPEC","Positive","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26574","Bacteroides fragilis","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26575","Campylobacter coli/jejuni","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26576","Astrovirus","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26577","Cyclospora cayetanesis","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26578","C hominis","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26579","Cryptosporidium spp.","Positive","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26580","C parvum","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26581","Stongyloides stercoralis","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26582","E. histolytica","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26583","ETEC-ST","Positive","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26584","Adenovirus 40/41","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26585","Giardia duodenalis","Positive","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26586","E. coli/ Shigella","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26587","Ascaris","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26588","ETEC-LT","Positive","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26589","Necator americanus","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26590","Norovirus GI","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26591","Norovirus GII","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26592","Rotavirus A","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26593","Shigella flexneri 6","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26594","Crassphage","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26595","EHEC 0157H7","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26596","STEC","Positive","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26597","Salmonella typhi","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26598","Clostridium difficile","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26599","Vibrio cholerae","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26600","Trichuris","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26601","Salmonella enterica","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26602","Helicobacter pylori","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26603","EIEC","Negative","CHHAND_SN_040_R1","card1_APH_20230726","CHHAND"
"26604","Total 18S","Positive","CHHAND_SN_054_R1","card1_APH_20230726","CHHAND"
"26605","Enterovirus","Negative","CHHAND_SN_054_R1","card1_APH_20230726","CHHAND"
"26606","EAEC","Positive","CHHAND_SN_054_R1","card1_APH_20230726","CHHAND"
